"Department","Number","Name","Credits","Description","Prerequisites"
BIOL,"4564",Advanced Genetics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55172
BIOL,"4565",General Oncology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55173
BIOL,"4630",Enzymology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55177
BIOL,"4648",Biogeography,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55178
BIOL,"4670",Principles and Techniques of Practical Biochemistry,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55179
BIOL,"4680",Microscopy and Imaging,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55180
BIOL,"4685",Functional Histology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55181
BIOL,"4686",Pathophysiology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55182
BIOL,"4687",Surgical Anatomy,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55183
BIOL,"4694",Biosafety: Principles and Practice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55184
BIOL,"4696",Laboratory in Molecular Biological Techniques,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55185
BIOL,"4740",Advanced Biomedical Ethics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55186
BIOL,"4744",Biostatistics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55187
BIOL,"4800",Principles of Cellular Biology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55188
BIOL,"4870",Honors Thesis I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55189
BIOL,"4880",Honors Thesis II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55190
BIOL,"4905",Based Biology Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55191
BIOL,"4910",Undergraduate Research in Biology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55192
BIOL,"4913",Georgia Aquarium Internship I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55193
BIOL,"4914",Georgia Aquarium Internship II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55194
BIOL,"4915",Collaborative Internships in Biology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55195
BIOL,"4916",Internships in Biology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55196
BIOL,"4920",based Undergraduate Research Experience,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57853
BIOL,"4930",Topics in Biology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55197
BIOL,"4960",Biology Careers Seminar,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55198
BIOL,"4970",Biology Seminar,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55199
BIOL,"4980",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55200
BIOL,"4995",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55201
BIOL,"4997",Student Research and Teaching Support,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58180
BMSC,"2100",Careers in Biomedical Sciences,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57957
BMSC,"3701",Global Regulatory and Legal Requirements of Quality,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63002
BMSC,"4010",Microbial Interactions,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57841
BMSC,"4100",Experimental Approaches to Biomedical Research,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55214
BMSC,"4110",Experimental Approaches to Biomedical Research: Practicum,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63001
BMSC,"4200",Translational Immunology,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55215
BMSC,"4310",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55216
BMSC,"4400",Scientific Integrity,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=62999
BMSC,"4701",Product Development and Validation,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63003
BMSC,"4702",Risk and Failure Analysis,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63004
BMSC,"4870",Honors Research Thesis,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55217
BMSC,"4880",Honors Thesis: Writing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63005
BMSC,"4970",Signature Experience,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55218
BMSC,"4971",Selected Topics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=63000
BMSC,"4980",Internship,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55219
BMSC,"4990",Independent Research,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55220
BRFV,"3200",Introduction to Administration and Organization of Programs for Young Children,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55221
BRFV,"3250",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55222
BRFV,"4360",Child Guidance Birth to Five,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55223
BRFV,"4370",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55224
BRFV,"4380",Methods for Infants and Toddlers,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55225
BRFV,"4390","Reading/Literacy, Social Studies and the Arts: Methods for Young Children",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55226
BRFV,"4400",Family and Community Relationships,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55227
BRFV,"4490","Mathematics, Science and Technology: Methods for Young Children",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55228
BRFV,"4650",Opening School Experience,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55229
BRFV,"4661",Student Teaching Birth Through Five,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55230
BUSA,"1105","Business, Value, and You",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55231
BUSA,"2300",Personal and Career Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55232
BUSA,"3000",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55233
BUSA,"3090",Business Students,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55234
BUSA,"3400",Women Lead in Business,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55235
BUSA,"4000",Global Business,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57854
BUSA,"4500",Panther Accelerated Consulting Experience,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55237
BUSA,"4870",Honors Thesis in Business: Research,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55238
BUSA,"4880",Honors Thesis in Business: Writing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55239
BUSA,"4980",Strategic Management,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55240
BUSA,"4990",Comprehensive Exit Exam,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55241
BCOM,"3950",Business Communication and Professional Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55120
CHEM,"1050",Chemistry for Citizens,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55242
CHEM,"1151",Survey Of Chemistry I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55243
CHEM,"1151K",Survey of Chemistry I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57971
CHEM,"1151L",Survey Of Chemistry I Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55302
CHEM,"1152",Survey Of Chemistry II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55244
CHEM,"1152K",Survey of Chemistry II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57972
CHEM,"1152L",Survey of Chemistry II Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55303
CHEM,"1201",Chemistry I Concept Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55245
CHEM,"1211",Principles of Chemistry I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55246
CHEM,"1211K",Principles of Chemistry I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57973
CHEM,"1211L",Principles of Chemistry I Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55304
CHEM,"1212",Principles of Chemistry II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55247
CHEM,"1212K",Principles of Chemistry II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57974
CHEM,"1212L",Principles of Chemistry II Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55305
CHEM,"2100",Intermediate Organic Chemistry Laboratory I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57975
CHEM,"2400",Organic Chemistry I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55248
CHEM,"2400L",Organic Chemistry I Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55306
CHEM,"2410",Organic Chemistry II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55249
CHEM,"2410L",Organic Chemistry II Laboratory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55307
CHEM,"2950",Chemical Research,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58098
CHEM,"3015",Quantitative Chemical Analysis,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55250
